Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Alessio Da Cruz;FC Groningen;Eredivisie;Netherlands;24;Centre Forward;Left Centre Midfielder;1646,2333;41,32052047;40,0127732;35,25453103;27,62266736;21,42364863;42,7357356;57,31220046;59,78256771;45,61008319
Brais Méndez;Celta Vigo;La Liga;Spain;24;Right Centre Midfielder;Right Midfielder;2835,484;39,96672192;23,32271789;47,10435584;10,75276583;46,32384629;71,74711541;60,33285873;59,74641596;65,11785976
Cristhian Stuani;Girona;La Liga 2;Uruguay;34;Right Centre Forward;Centre Forward;1893,8499;45,23994463;33,98768109;27,82073934;8,444334138;26,45813083;25,04225773;52,60939237;59,69299611;45,54174608
Vinícius Júnior;Real Madrid;La Liga;Brazil;20;Left Wing;Left Centre Forward;2075,3003;17,97089686;46,25930334;63,02358839;24,3053956;30,19613636;74,8016466;50,878121;59,63548925;64,9969603
Ludovic Ajorque;Strasbourg;Ligue 1;France;27;Centre Forward;Left Centre Forward;3144,283;45,42265974;23,97314995;34,42017295;18,85426446;16,38091949;27,8776182;52,65661353;59,55210708;58,41547356
Paulinho;Sporting CP;Primeira Liga;Portugal;28;Centre Forward;Right Centre Forward;1137,0333;25,20181807;35,73336095;36,06591696;36,74934381;16,83060216;57,04550293;47,52674858;59,54823431;58,4116747
Tyrhys Dolan;Blackburn Rovers;Championship;England;19;Right Wing;Left Wing;1431,7334;31,5928279;42,61585058;55,0788803;12,36793158;32,01355905;67,89448203;57,20863604;59,50031212;55,12218567
Benedikt Pichler;Austria Wien;Bundesliga;Austria;23;Left Centre Forward;Left Midfielder;1852,4667;38,45170986;42,26088858;27,71342352;21,31245702;25,1042611;31,95983624;51,72534278;59,44919642;38,8763514
Paul Mukairu;RSC Anderlecht;Jupiler Pro League;Nigeria;21;Left Wing;Left Centre Midfielder;1362,4498;17,02965754;63,33607524;60,06910296;22,44624955;45,28308355;47,335085;48,10327025;59,4054111;45,32233803
Callum Wilson;Newcastle United;Premier League;England;29;Right Centre Forward;Centre Forward;2242,5;45,44024362;34,59232164;28,14379376;16,04766354;21,51182249;22,34573792;52,86758349;59,36474609;64,70187624
Mauro Júnior;PSV Eindhoven;Eredivisie;Brazil;22;Right Midfielder;Right Back;1078,2833;38,56423175;30,33987437;58,34746114;18,76839713;49,73393152;75,02647714;63,95721644;59,359327;45,28717896
Junior Fashion Sakala;KV Oostende;Jupiler Pro League;Zambia;24;Right Centre Forward;Left Centre Forward;2741,4497;41,9932349;23,57407029;36,93206336;20,76738616;20,6094352;43,32043978;53,98759495;59,33041838;45,26512363
Thorsten Röcher;Wolfsberger AC;Bundesliga;Austria;29;Right Centre Forward;Left Centre Forward;1194,6666;43,32145309;38,14921658;29,21789692;14,53684115;40,14953643;54,46847982;59,99656877;59,32318663;38,79394825
Ruben Vargas;Augsburg;1. Bundesliga;Switzerland;22;Left Midfielder;Left Wing;1703,75;40,38021505;38,8269717;41,43365088;25,33891745;32,95041591;30,52367141;54,97842863;59,32039624;54,95550828
Giovanni Simeone;Cagliari;Serie A;Argentina;25;Centre Forward;Right Centre Forward;1847,6001;35,99352377;37,69372467;29,90129255;10,31536408;19,51864231;36,3279439;48,52311252;59,2691973;58,1379635
Kai Havertz;Chelsea;Premier League;Germany;21;Right Centre Midfielder;Centre Forward;1621,8833;29,06544381;29,06285571;63,09039809;15,52422859;23,93998047;62,85837947;52,20165172;59,24209341;64,56819659
Tyrese Campbell;Stoke City;Championship;England;21;Left Wing;Right Wing;1173,35;45,66145221;32,01507922;36,636549;29,61781376;16,57841562;28,67187969;56,15744683;59,23163474;54,87327799
Rubén Castro;FC Cartagena;La Liga 2;Spain;39;Left Centre Forward;Centre Forward;3499,8335;62,5571971;26,19486355;30,09194635;8,293046341;23,01936713;14,24947539;62,47298416;59,21165462;45,17451485
Iván Martín;Mirandés;La Liga 2;Spain;22;Right Wing;Centre Attacking Midfielder;2812,6333;30,72070511;45,38837876;48,97094472;26,25235047;38,07997486;51,21587832;54,56092137;59,16187186;45,13653396
Steven Berghuis;Feyenoord;Eredivisie;Netherlands;29;Right Wing;Left Wing;2984,4167;26,50298838;31,2057662;65,33080097;42,89758105;27,37353716;40,38713159;49,23324659;59,11354715;45,09966545
Tammy Abraham;Chelsea;Premier League;England;23;Centre Forward;Left Centre Forward;1130,4335;50,40986602;19,69201347;26,67933052;12,37990837;16,65359125;60,18935563;60,98372645;59,09956943;64,41285912
Sandro Ramírez;Huesca;La Liga;Spain;25;Left Centre Forward;Right Centre Forward;1345,5999;42,6122731;43,15048175;35,8428618;4,804173758;41,73076312;46,74854845;58,73601795;59,05964461;64,3693449
Marcus Rashford;Manchester United;Premier League;England;23;Left Wing;Right Wing;3117,4668;36,53736688;40,67041285;62,91732026;18,69252048;19,42731349;34,66587373;54,49897118;59,03783526;64,3455748
Benjamin Nygren;SC Heerenveen;Eredivisie;Sweden;19;Right Wing;Right Midfielder;1354,3167;33,17028212;29,46547415;45,83180453;23,82650831;34,60304238;56,27228917;53,39026623;58,95346908;44,97753664
Ludovic Blas;Nantes;Ligue 1;France;23;Right Midfielder;Centre Attacking Midfielder;2933,8997;36,1985103;43,00398762;44,04904717;18,80711873;44,03451136;40,64371128;55,04501807;58,90250341;57,77826847
Thomas Goiginger;LASK;Bundesliga;Austria;28;Left Wing;Right Wing;2080,5002;31,65755941;39,98689188;39,69115654;36,20128535;32,71511717;56,80812613;54,89475132;58,86689604;38,49556047
Bote Baku;Wolfsburg;1. Bundesliga;Germany;23;Right Wing;Right Back;2819;41,18929358;28,8742166;44,0239797;25,976334;56,32111623;51,50660099;59,94823828;58,85830848;54,52742166
Gelson Martins;AS Monaco;Ligue 1;Portugal;26;Left Midfielder;Left Wing;1613,9166;27,96125801;42,61410116;58,75641245;28,158708;43,3217522;58,67492009;55,23629619;58,82825075;57,70543302
Henk Veerman;SC Heerenveen;Eredivisie;Netherlands;27;Centre Forward;Right Centre Forward;2792,8496;39,42931308;24,21826621;25,57989802;20,38051336;23,54098299;28,45238406;47,51307142;58,81025249;44,868272
Tariqe Fosu;Brentford;Championship;England;25;Left Wing;Right Wing;2022,3834;36,1749227;40,45232501;43,30164358;18,48874504;48,83018059;65,02072665;59,91969795;58,75415891;54,43093558
Emmanuel Gyasi;Spezia;Serie A;Ghana;27;Left Wing;Right Wing;3031,8333;30,50628878;35,81744376;48,65346147;22,48727958;39,95531355;39,44124631;49,53005941;58,70672016;57,58622201
Silvester van der Water;Heracles Almelo;Eredivisie;Netherlands;24;Right Wing;Right Midfielder;1264,7001;25,23537964;43,5081142;38,80646814;51,74410168;51,32686018;33,9997235;48,33180573;58,68188249;44,77033431
Ollie Watkins;Aston Villa;Premier League;England;25;Centre Forward;Left Wing;3582,9666;35,39805934;34,96062287;39,76629965;18,92760104;32,78351683;40,33805079;51,41483786;58,66738414;63,94181863
Taiwo Awoniyi;Union Berlin;1. Bundesliga;Nigeria;23;Right Centre Forward;Centre Forward;1418,7001;43,40673149;30,66136596;29,02517021;17,28974353;11,46469144;26,85866816;51,03524883;58,66547713;54,34877915
Charlie Austin;Queens Park Rangers;Championship;England;31;Right Centre Forward;Left Centre Forward;1476,0831;45,6289881;29,46891356;28,16562621;11,99808374;31,43785143;47,73688156;57,61429842;58,65444193;54,33855594
Ridgeciano Haps;Feyenoord;Eredivisie;Netherlands;27;Left Back;Left Wing;1551,7333;43,04510659;37,43684456;56,25467372;21,52228204;57,10242063;37,46941919;61,36493738;58,652767;44,74812114
Nabil Fekir;Real Betis;La Liga;France;27;Centre Attacking Midfielder;Right Wing;2764,9167;13,04332116;51,88578891;64,05036503;24,09920981;29,84271907;66,41470228;46,42067292;58,61067482;63,88001091
Joaquín Correa;Lazio;Serie A;Argentina;26;Left Centre Forward;Right Centre Forward;2034,4001;34,36192528;35,62151049;56,5282277;14,83537509;29,82653675;49,12371822;54,2256032;58,58152531;57,46341667
Christian Pulisic;Chelsea;Premier League;USA;22;Left Wing;Right Wing;1866,5665;23,95761449;39,39767128;57,76225203;23,90716484;33,38993952;69,07714316;52,42465886;58,54439263;63,80776969
Dominic Calvert-Lewin;Everton;Premier League;England;24;Centre Forward;Right Centre Forward;3080,0835;52,2363888;23,02363287;33,35830283;10,74905712;17,35693753;24,1768437;56,1121886;58,54343832;63,80672959
Bebé;Rayo Vallecano;La Liga 2;Portugal;30;Right Wing;Right Midfielder;1018,9834;40,44638834;42,81635183;26,71874293;18,61678485;38,45877656;36,23668095;54,75561837;58,45349023;44,59608635
Emanuel Schreiner;Altach;Bundesliga;Austria;32;Left Wing;Left Wing Back;1015,1;45,27179141;29,58549297;33,22867171;8,528913626;41,70903755;51,2763471;59,05710543;58,43230682;38,21136414
Mattia Zaccagni;Hellas Verona;Serie A;Italy;25;Left Wing;Left Attacking Midfielder;2731,9502;30,81424512;51,79775173;42,35263907;29,90418003;39,27195561;33,14483795;51,6585672;58,40964077;57,29481279
Samuel Kalu;Bordeaux;Ligue 1;Nigeria;23;Left Wing;Right Wing;1020,6501;43,05307459;53,21552594;37,67733658;4,189590749;49,8850729;38,74074517;60,13608138;58,38188985;57,26759153
Ali Gholizadeh;Sporting Charleroi;Jupiler Pro League;Iran;25;Right Wing;Left Wing;2912,1165;30,72920291;38,63649431;48,18595185;30,1412987;35,76120194;42,50401316;51,45611595;58,34623643;44,51425892
Eran Zahavi;PSV Eindhoven;Eredivisie;Israel;33;Right Centre Forward;Left Centre Forward;2082,4165;32,17620553;28,38959076;45,5418727;19,5106838;40,40985923;53,27673428;51,58942484;58,33680969;44,50706694
Josip Brekalo;Wolfsburg;1. Bundesliga;Croatia;22;Left Wing;Right Wing;1897,1998;38,89053599;29,335512;50,92936968;24,37377875;32,92991316;46,8911978;56,51027856;58,32845715;54,03655763
Franck Ribéry;Fiorentina;Serie A;France;38;Left Centre Forward;Left Wing;2226,6167;21,69839718;51,67340996;62,33269924;32,4422566;32,95863558;41,02138871;48,63310856;58,31717981;57,20411657
Roni;UD Logroñés;La Liga 2;Spain;27;Centre Forward;Right Centre Forward;1459,3334;66,61012476;20,52287943;31,97938516;12,57704855;20,84411399;39,34852604;70,50155668;58,26714654;44,45391864
Sylla Sow;RKC Waalwijk;Eredivisie;Netherlands;24;Centre Forward;Left Wing;1226,3834;44,1693567;39,65437689;45,39271788;15,27162769;17,27469074;40,06035334;58,6756961;58,22945895;44,42516554
Maxime Lestienne;Standard Liège;Jupiler Pro League;Belgium;28;Left Wing;Right Wing;1993,0835;32,04124301;33,1464379;44,78192216;37,80658841;23,34129762;33,38446542;48,98982051;58,07524669;44,30751194
Arkadiusz Milik;Marseille;Ligue 1;Poland;27;Right Centre Forward;Centre Forward;1298,2667;38,98649826;26,93497852;32,40064303;14,49977017;25,60172298;43,05997439;51,27701751;58,04196451;56,93415413
Ricardo Horta;Sporting Braga;Primeira Liga;Portugal;26;Left Wing;Left Centre Forward;2606,3667;26,88908528;30,36171765;49,12771058;20,95237629;27,00157702;57,03081131;48,40989096;58,01523457;56,90793437
Kike;Eibar;La Liga;Spain;31;Left Centre Forward;Right Centre Forward;3238,583;36,32863295;36,89582403;36,22170382;10,44596502;17,92975413;43,38925239;50,90093564;57,99840558;63,2126962
Cyriel Dessers;KRC Genk;Jupiler Pro League;Belgium;26;Centre Forward;Right Centre Forward;1017,5334;35,31947407;33,52918038;35,0815108;9,449145901;19,15318862;52,99112351;51,28894666;57,98626773;44,23962698
Simy;Crotone;Serie A;Nigeria;29;Left Centre Forward;Right Centre Forward;3111,166;54,43104365;32,68972035;33,83073508;9,173308188;17,42189221;27,18429636;60,40792018;57,97687658;56,87030849
Rafael Leão;AC Milan;Serie A;Portugal;21;Centre Forward;Left Wing;2025,5665;35,36922419;33,96664025;37,05323007;36,19083214;22,71425329;31,04145017;50,05532491;57,94583015;56,83985462
Otavinho;FC Porto;Primeira Liga;Brazil;26;Left Midfielder;Right Midfielder;2253,3833;13,78664485;47,45216192;62,62192091;34,27033582;46,59426681;78,65300713;50,68168413;57,90686705;56,80163519
Romain Thomas;Angers;Ligue 1;France;32;Left Centre Back;Left Centre Forward;3215,8337;57,93488993;28,12394657;32,34123195;0,102856082;55,17564441;23,16631415;62,54954624;57,90286313;56,79770769
Kevin Friesenbichler;Sturm Graz;Bundesliga;Austria;27;Right Centre Forward;Left Centre Forward;1404,5;25,49946081;33,01758515;25,50809556;37,03455875;32,55286156;55,10284812;46,38816934;57,88203888;37,8515206
Danilo;Twente;Eredivisie;Brazil;22;Centre Forward;Right Centre Back;2785,3833;37,02091665;24,21032103;39,76658856;21,44313707;24,27041617;55,02898671;53,37792378;57,85222324;44,13736003
Duckens Nazon;Sint-Truiden;Jupiler Pro League;Haiti;27;Left Centre Forward;Right Centre Forward;1074,7832;40,42403574;33,10402367;34,61536802;23,22825523;7,395675742;39,02492844;52,93055967;57,84855491;44,13456134
Amine Gouiri;OGC Nice;Ligue 1;France;21;Centre Forward;Left Wing;2902,7666;28,12129832;32,29065741;48,03448742;25,07375855;30,81440994;38,94131928;46,42386899;57,83199163;56,72818887
Marc Roberts;Birmingham City;Championship;England;30;Right Centre Back;Right Wing;2960,8164;54,71546643;22,30160889;14,00876164;4,870643592;75,50816751;21,24597311;57,7181565;57,8263336;53,57138112
Francesco Caputo;Sassuolo;Serie A;Italy;33;Centre Forward;Right Centre Forward;1821,3833;50,99961169;26,92902114;37,81834821;15,08399405;1,819400218;25,77921354;56,37973334;57,74322328;56,64111478
Ignatius Ganago;Lens;Ligue 1;Cameroon;22;Left Centre Forward;Right Centre Forward;1385,8334;47,26058476;38,97173333;32,06811337;12,18590301;19,63224823;29,74751869;56,8059523;57,71150526;56,61000215
João Pedro;Cagliari;Serie A;Brazil;29;Centre Attacking Midfielder;Left Centre Forward;3446,8499;42,11219757;34,39559462;37,08893408;25,34876278;16,82701651;27,56327275;53,21165847;57,65252799;56,55215054
Giovanni Reyna;Borussia Dortmund;1. Bundesliga;USA;18;Left Wing;Right Wing;2077,1836;26,01491276;43,38930476;57,18586988;30,64876581;41,31353851;63,08967177;54,74034249;57,62923352;53,38878397
Robin Quaison;FSV Mainz 05;1. Bundesliga;Sweden;27;Left Wing;Centre Attacking Midfielder;1559,0001;37,45976562;31,83587134;27,73949718;30,4569992;37,77475631;29,12721085;49,94127127;57,55932134;53,32401604
Diego Farias;Spezia;Serie A;Brazil;31;Left Wing;Left Centre Forward;1615,4668;31,29674038;35,95072163;54,92385836;29,91215052;21,68568523;32,91346236;49,27206006;57,55794905;56,45937676
Opa Nguette;Metz;Ligue 1;Senegal;26;Centre Forward;Right Wing;1182,4166;40,05376415;45,13445517;36,91537573;13,02612516;27,40734274;32,6096469;54,20530647;57,53750079;56,43931879
Ander Barrenetxea;Real Sociedad;La Liga;Spain;19;Left Midfielder;Left Wing;1404,4668;31,67493115;42,2627499;37,30642186;23,02717411;37,41046366;74,16962728;57,68042947;57,5143981;62,6851745
Bryan Róchez;Nacional;Primeira Liga;Honduras;26;Centre Forward;Left Centre Forward;1416,1167;43,75457411;36,12373725;28,39308018;11,22141077;42,48799123;28,66121165;54,03076754;57,47109172;56,37417723
Oussama Darfalou;Vitesse;Eredivisie;Algeria;27;Left Centre Forward;Right Centre Forward;1579,15;37,02826092;28,48665891;31,80932241;10,92913325;27,52652378;60,29002411;53,41844245;57,46843834;43,84455794
Pedro;AS Roma;Serie A;Spain;33;Right Wing;Right Attacking Midfielder;1679,2167;31,15975057;39,80030826;47,99279482;23,59670858;31,17113175;45,90470896;51,75481442;57,39490388;56,29944353
Aymen Barkok;Eintracht Frankfurt;1. Bundesliga;Germany;23;Right Wing;Right Wing Back;1059,1;25,93110583;28,92323723;45,32833472;32,21869195;50,94606031;79,37480063;54,37518802;57,36304961;53,14218629
Raphinha;Leeds United;Premier League;Brazil;24;Right Midfielder;Left Midfielder;2533,3665;23,45987694;36,53764994;38,9958968;38,73157178;34,63869422;56,10235548;47,8219251;57,3461736;62,50182594
Samuel Shashoua;Tenerife;La Liga 2;England;22;Left Centre Forward;Right Centre Forward;1608,35;20,87546028;50,8767443;53,8544596;16,72071054;32,85905886;41,92536543;45,18004034;57,27561784;43,69744885
Fran Villalba;Almería;La Liga 2;Spain;23;Left Wing;Centre Attacking Midfielder;1520,1168;29,16385791;33,18064805;58,01476171;33,92914243;40,8841598;56,32038552;54,09441327;57,27278252;43,69528569
Dario Vizinger;Wolfsberger AC;Bundesliga;Croatia;22;Right Centre Forward;Left Centre Forward;1952,3665;26,76592711;37,73366057;34,66276368;28,21050072;31,23036276;55,35186875;48,60794158;57,25994269;37,44470551
Allan Saint-Maximin;Newcastle United;Premier League;France;24;Left Centre Forward;Right Centre Forward;1668,4165;24,64268443;63,69766915;44,5478212;32,38028757;17,61264595;15,42848987;44,62170281;57,22059916;62,36496185
Joaquín;Real Betis;La Liga;Spain;39;Right Wing;Right Midfielder;1370,1832;37,70263649;30,09230507;69,43172874;26,90090564;33,16094902;37,78494169;56,50564914;57,20649901;62,34959403
Anouar Ait El Hadj;RSC Anderlecht;Jupiler Pro League;Belgium;19;Left Wing;Left Centre Midfielder;1996,1;42,02360737;25,13288189;57,33264241;24,04847497;33,8703628;53,5030272;60,42307689;57,18503578;43,62834082
Patrick Bamford;Leeds United;Premier League;England;27;Centre Forward;Right Centre Forward;3239,5;39,69489252;20,2257615;30,62868891;20,41216348;21,34092577;65,65043801;55,45482826;57,16084564;62,29983624
Randal Kolo;Nantes;Ligue 1;France;22;Centre Forward;Right Centre Forward;3191,4834;36,71882202;35,42351984;29,30546986;31,13513171;23,12472591;28,94943106;49,42836755;57,06397608;55,97483194
Carlos Mané;Rio Ave;Primeira Liga;Portugal;27;Right Wing;Left Wing;2395,55;35,01210018;41,87593858;36,36323024;24,711466;37,95587109;38,2578298;52,59197164;57,05034709;55,96146308
Cristian Tello;Real Betis;La Liga;Spain;29;Left Wing;Left Midfielder;1380,0502;37,48575969;27,94602442;48,98564643;31,91554368;23,9778622;43,46905564;54,36642501;57,04344606;62,17188196
Luis Suárez;Atlético Madrid;La Liga;Uruguay;34;Left Centre Forward;Right Centre Forward;2628,1667;52,96873149;17,5926949;36,9435461;19,92279254;26,84444485;16,3631127;55,93717508;57,03061732;62,15789988
Jérémy Doku;Rennes;Ligue 1;Belgium;19;Right Midfielder;Right Wing;2450,8672;13,30410772;52,0994445;61,91922806;24,35844266;49,03788529;65,90297389;47,50343511;56,98121225;55,89364778
Marco Djuricin;Austria Wien;Bundesliga;Austria;28;Centre Forward;Left Centre Forward;1022,98334;37,92283647;25,87223241;24,65263427;19,82861807;34,3008309;36,47513959;48,88027214;56,94267218;37,23722886
Luiz Araujo;Lille;Ligue 1;Brazil;24;Right Midfielder;Left Midfielder;1579,0332;22,10920393;39,51307293;50,91244607;27,12651603;41,57723649;63,87695555;49,80847133;56,94080106;55,85400789
David Atanga;Flyeralarm Admira;Bundesliga;Ghana;24;Right Wing;Right Centre Forward;1295,0833;20,65446532;34,8665275;36,53940086;33,80163236;37,71268437;55,00487209;44,34510996;56,82961188;37,16329394
Kelvin Yeboah;Swarovski Tirol;Bundesliga;Italy;21;Right Centre Forward;Left Centre Forward;1253,2334;23,52146502;43,31114065;23,06421624;42,79872267;17,05648779;40,57000029;43,15455869;56,81033721;37,15068941
Álex;Cádiz;La Liga;Spain;28;Left Midfielder;Right Midfielder;2079,6833;53,87584096;26,9980476;37,37258027;3,915126057;34,7554551;17,71927291;57,7264726;56,76466704;61,86803959
Hélder Costa;Leeds United;Premier League;Portugal;27;Right Midfielder;Left Midfielder;1240,2168;44,10488122;29,61782551;36,222513;12,15588267;40,51902952;66,65877638;62,17106843;56,67520642;61,7705361
Dušan Vlahović;Fiorentina;Serie A;Serbia;21;Right Centre Forward;Left Centre Forward;3088,1836;47,14160481;33,49326555;28,95909697;14,44411861;22,98646027;29,33763898;55,52446724;56,66820989;55,5866195
Ché Nunnely;Willem II;Eredivisie;Netherlands;22;Right Wing;Right Midfielder;2271,6665;40,43996261;28,39270659;33,43881392;20,85856624;44,933433;31,85984325;52,34703763;56,64192922;43,213987
Abdón Prats;Mallorca;La Liga 2;Spain;28;Centre Forward;Right Centre Forward;1943,2334;43,50305277;24,72770002;25,92353549;27,43453303;23,62742154;35,89560319;53,26933952;56,63527656;43,20891147
Marco Sangalli;Real Oviedo;La Liga 2;Spain;29;Right Midfielder;Right Wing;3390,7;38,92236727;42,11154966;47,76252847;9,998313533;44,8028188;38,46388152;56,14084424;56,60570676;43,1863517
Jorge Fernández;Castellón;La Liga 2;Spain;29;Right Midfielder;Left Midfielder;1916,6667;34,47975307;53,23452364;33,3574078;12,03498361;34,770487;41,53932456;53,27181492;56,60441696;43,18536767
Óscar Estupiñán;Vitória Guimarães;Primeira Liga;Colombia;24;Centre Forward;Right Centre Forward;1849,9836;47,96282905;18,4709099;27,37330411;5,156575119;35,94606534;48,66375842;56,81758016;56,56654274;55,4868928
Alberth Elis;Boavista;Primeira Liga;Honduras;25;Centre Forward;Left Centre Forward;2633;41,1528287;35,97926389;29,48777847;29,62072163;17,38737295;23,55409754;51,40119454;56,54428959;55,46506438
Sergi Canós;Brentford;Championship;Spain;24;Left Wing;Left Wing Back;3323,6997;23,84299162;35,39187917;34,46507466;34,43187443;46,04039749;64,40527859;49,32375419;56,50295285;52,3453768
Paco Alcácer;Villarreal;La Liga;Spain;27;Centre Forward;Left Centre Forward;1613,6835;35,54001942;26,75268769;28,59225632;31,73648059;19,30341296;36,40894578;48,03192839;56,47577875;61,55317908
Sebastian Polter;Fortuna Sittard;Eredivisie;Germany;30;Centre Forward;Left Centre Forward;2793,2832;47,67354357;25,40910401;24,75526627;23,09484263;32,08824227;31,12243141;55,59434441;56,42769506;43,05054073
Yann Karamoh;Parma Calcio 1913;Serie A;France;22;Right Wing;Right Attacking Midfielder;1365,15;22,04027821;42,19933338;43,63164448;24,13073641;43,93417963;43,618728;44,79865521;56,42764069;55,35064189
Wilfried Zaha;Crystal Palace;Premier League;Côte d'Ivoire;28;Left Centre Forward;Right Centre Forward;2804,5833;38,59065825;41,47830478;42,83344539;18,81719019;34,75714592;31,24581878;53,85989518;56,42454254;61,49733652
Uroš Đurđević;Sporting Gijón;La Liga 2;Serbia;27;Centre Forward;Left Centre Forward;3599,9832;49,3418274;27,32839316;25,07081814;10,2432846;15,44547444;35,1911758;55,81143008;56,41879418;43,04374996
Samuel Lino;Gil Vicente;Primeira Liga;Brazil;21;Centre Forward;Left Wing;2081,9333;30,65936297;38,33942166;42,75631124;16,59554057;31,92098217;53,57893575;51,30496465;56,40242037;55,32590293
Toni Suárez;Real Valladolid;La Liga;Spain;26;Left Midfielder;Centre Attacking Midfielder;1025,5333;31,86773755;38,38556831;43,83639858;21,20786714;42,20936194;56,9342574;54,28001659;56,40078426;61,47144228
Didier Lamkel Zé;Antwerp;Jupiler Pro League;France;24;Centre Forward;Right Centre Forward;1832,7167;44,76731344;29,70372582;40,83421943;20,66146261;16,10111882;23,85748051;53,49009435;56,39192589;43,02325125
Bryan Linssen;Feyenoord;Eredivisie;Netherlands;30;Centre Forward;Left Wing;2130,45;38,3494957;14,89190557;32,00734723;21,09334057;34,82675054;58,53503847;52,84148665;56,3256864;42,97271497
Bryan Gil;Eibar;La Liga;Spain;20;Left Midfielder;Left Wing;2393,1167;24,36865722;44,91835741;48,41592377;27,73914929;25,45488747;45,40450598;47,46917444;56,27642836;61,33590628
Kerim Mrabti;Mechelen;Jupiler Pro League;Sweden;27;Centre Forward;Centre Attacking Midfielder;2940,5168;28,8303099;20,82834026;51,85522289;41,53722114;31,58219083;59,832905;51,44328198;56,248375;42,91373157
Filip Kostić;Eintracht Frankfurt;1. Bundesliga;Serbia;28;Left Wing Back;Left Wing;2688,6504;19,5096787;27,13789174;35,67228575;57,35253298;55,34673887;48,35122815;43,92196319;56,23408063;52,09628862
Lucas Höler;Freiburg;1. Bundesliga;Germany;26;Left Centre Forward;Right Centre Forward;2193,0835;24,20566429;41,68242343;34,18423542;22,46134112;33,42395938;45,75172862;44,77895608;56,1987742;52,0635801
Callum O'Hare;Coventry City;Championship;England;23;Centre Attacking Midfielder;Right Wing;3839,85;11,74785405;40,67586639;48,39493969;25,15108484;45,96845452;72,59911909;43,43653633;56,17325341;52,03993717
Pierre-Emerick Aubameyang;Arsenal;Premier League;Gabon;31;Centre Forward;Left Wing;2488,4834;36,60793627;19,11407601;41,98007725;18,25638755;22,5601878;39,5682585;48,49942909;56,16773766;61,21744385
Isi Palazón;Rayo Vallecano;La Liga 2;Spain;26;Right Wing;Right Midfielder;2951,7668;30,64256656;38,3044286;44,18239951;24,00924076;44,78447566;51,8727813;52,70817701;56,11790041;42,81418822
Ilombé Mboyo;Kortrijk;Jupiler Pro League;Belgium;34;Right Centre Forward;Centre Forward;1772,4999;27,32802566;36,15529229;38,89903743;31,31799619;25,62181744;33,03723647;44,46088619;56,0647721;42,77365489
Geoffry Hairemans;Mechelen;Jupiler Pro League;Belgium;29;Right Wing;Centre Attacking Midfielder;3067,4834;30,79789842;26,60066486;61,21446963;16,80662161;43,7873385;66,61186992;55,0010371;56,05112592;42,76324377
Michael Frey;Waasland-Beveren;Jupiler Pro League;Switzerland;26;Centre Forward;Right Centre Forward;2542,8835;39,31456044;25,35078894;38,4997088;22,30426865;39,30275288;45,44126672;54,2287122;55,976353;42,70619705
Nicola Sansone;Bologna;Serie A;Italy;29;Left Wing;Left Midfielder;1254,7;16,8637629;44,72914854;48,87062606;23,1347501;45,28188054;52,96241591;43,90507214;55,9389706;54,87129874
Alassane Pléa;Borussia Mönchengladbach;1. Bundesliga;France;28;Centre Forward;Left Wing;1897,5667;27,621063;34,25839367;43,74873228;33,5448037;24,96125255;45,2718674;47,78166001;55,92890026;51,81356391
Dominic Solanke;AFC Bournemouth;Championship;England;23;Centre Forward;Right Centre Forward;3771,8838;37,18456109;34,72783094;32,2203753;18,76110225;13,78271769;47,30593963;52,08187286;55,92266699;51,80778928
Krzysztof Piątek;Hertha Berlin;1. Bundesliga;Poland;25;Centre Forward;Right Centre Forward;1732,2166;45,9851997;21,36252945;30,16766996;12,11852154;16,48706892;62,992428;58,84957715;55,91884787;51,80425118
Romain Faivre;Stade Brestois;Ligue 1;France;22;Right Midfielder;Left Midfielder;3033,417;20,58688825;48,8433848;53,60559397;16,17617312;48,46855877;44,99923581;46,07302543;55,89808873;54,83119715
Aboubakary Koita;Waasland-Beveren;Jupiler Pro League;Belgium;22;Left Wing;Left Midfielder;1882,8501;32,67894375;58,26235941;38,64192987;7,378446282;31,97771373;42,58348329;53,13829374;55,84903538;42,60906226
Emile Smith Rowe;Arsenal;Premier League;England;20;Centre Attacking Midfielder;Right Wing;1522,9333;34,73544621;15,78424345;65,13237103;31,4152506;40,92496622;48,54423273;53,89885098;55,82953034;60,84883033
Roland Sallai;Freiburg;1. Bundesliga;Hungary;24;Right Wing;Right Midfielder;1721,9335;40,38258879;28,65300815;38,21231864;11,96589851;39,26943337;41,5086914;53,75788719;55,82415714;51,71652795
Andrea Belotti;Torino;Serie A;Italy;27;Left Centre Forward;Centre Forward;3075,6667;24,6786225;45,8581344;30,62276886;36,3322746;26,67443019;29,32562143;43,08224689;55,81956643;54,75417356
André Hahn;Augsburg;1. Bundesliga;Germany;30;Left Centre Forward;Left Wing;2135,7002;48,57407279;27,9168816;17,62329804;13,32129381;38,1539569;38,84034046;56,87071287;55,8189427;51,71169719
